accession,study,bioproject_accession,biosample_accession,library_ID,library_strategy,library_source,library_selection,library_layout,platform,instrument_model,design_description,filetype,shear_method,size_selection,DeepConsensus_version,polymerase_version,seq_plate_chemistry_version,generator_facility,generator_contact,filename,total_reads,total_bp,total_Gbp,min,max,mean,quartile_25,quartile_50,quartile_75,N25,N50,N75,sample_ID,path,production,data_type,MM_tag,coverage,ntsm_score,ccs_algorithm
SRR30729226,SRP305758,PRJNA701308,SAMN26267392,HG02135.HFSS_dc_m64076_210602_215048,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 21kb fractionated gDNA,fastq,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02135.m64076_210602_215048.dc.q20.fastq.gz,1053432,18441200826,18.44,742,52477,17505,14459,17022,20085,15295,18035,21237,HG02135,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02135/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02135.m64076_210602_215048.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,5.95,0.619956,
SRR30729225,SRP305758,PRJNA701308,SAMN26267392,HG02135a.HFSS_dc_m54329U_210615_233707,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02135.m54329U_210615_233707.dc.q20.fastq.gz,1367002,24181071688,24.18,618,57512,17689,14672,16908,19955,15264,17834,21154,HG02135,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02135/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02135.m54329U_210615_233707.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,7.8,0.626146,
SRR30729224,SRP305758,PRJNA701308,SAMN26267392,HG02135.HFSS_dc_m64076_210529_081414,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 21kb fractionated gDNA,fastq,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02135.m64076_210529_081414.dc.q20.fastq.gz,880484,15020493860,15.02,422,52094,17059,14043,16513,19532,14837,17512,20718,HG02135,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02135/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02135.m64076_210529_081414.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,4.85,0.635802,
SRR30729223,SRP305758,PRJNA701308,SAMN26267392,HG02135a.HFSS_dc_m54329U_210507_224951,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,PippinHT,1.2,P2.2,C2,University of Washington,kmiyamot@uw.edu,HG02135.m54329U_210507_224951.dc.q20.fastq.gz,206282,3782163023,3.78,988,49125,18334,15205,17623,20791,15882,18597,21998,HG02135,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02135/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02135.m54329U_210507_224951.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,1.22,0.766065,
SRR30729222,SRP305758,PRJNA701308,SAMN37797104,HG02391_PB1_dc_m64055e_220821_033925,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02391.m64055e_220821_033925.dc.q20.fastq.gz,2137241,51317476110,51.32,117,102367,24011,18421,22553,28075,20043,24890,31119,HG02391,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02391/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02391.m64055e_220821_033925.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,16.55,0.565963,
SRR30729221,SRP305758,PRJNA701308,SAMN37797104,HG02391_PB1_dc_m54306Ue_220821_023435,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02391.m54306Ue_220821_023435.dc.q20.fastq.gz,2192957,53362728046,53.36,117,98513,24333,18669,22923,28575,20348,25335,31545,HG02391,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02391/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02391.m54306Ue_220821_023435.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,17.21,0.571388,
SRR30729220,SRP305758,PRJNA701308,SAMN37797104,HG02391_PB1_dc_m64330e_220805_094849,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02391.m64330e_220805_094849.dc.q20.fastq.gz,1743326,45979123103,45.98,129,96014,26374,20261,25045,31130,22246,27638,34261,HG02391,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02391/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02391.m64330e_220805_094849.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,14.83,0.578017,
SRR30729219,SRP305758,PRJNA701308,SAMN37797105,HG02514_PB1_dc_m54306Ue_220421_052313,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02514.m54306Ue_220421_052313.dc.q20.fastq.gz,2207600,35710143099,35.71,55,58578,16176,13100,15462,18535,13891,16546,19936,HG02514,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02514/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02514.m54306Ue_220421_052313.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,11.52,0.573392,
SRR30729218,SRP305758,PRJNA701308,SAMN37797105,HG02514_PB1_dc_m64330e_220417_033652,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02514.m64330e_220417_033652.dc.q20.fastq.gz,2088390,34078014329,34.08,236,57414,16317,13245,15615,18694,14033,16691,20077,HG02514,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02514/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02514.m64330e_220417_033652.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,10.99,0.587667,
SRR30729216,SRP305758,PRJNA701308,SAMN37797105,HG02514_PB1_dc_m64330e_220303_183543,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02514.m64330e_220303_183543.dc.q20.fastq.gz,784797,15351830978,15.35,277,72676,19561,14843,18347,23013,16317,20436,25669,HG02514,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02514/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02514.m64330e_220303_183543.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,4.95,0.607115,
SRR30729195,SRP305758,PRJNA701308,SAMN37797105,HG02514_PB1_dc_m54306Ue_220225_190349,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02514.m54306Ue_220225_190349.dc.q20.fastq.gz,739868,17070118216,17.07,646,67958,23071,18769,21709,25998,19587,23112,28026,HG02514,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02514/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02514.m54306Ue_220225_190349.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,5.51,0.622862,
SRR30729194,SRP305758,PRJNA701308,SAMN17861666,HG02717_lib1_dc_m64136_220603_180611,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG02717.m64136_220603_180611.dc.q20.fastq.gz,2319964,48354936791,48.35,69,77092,20842,17957,20698,23114,18847,21300,23815,HG02717,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02717/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02717.m64136_220603_180611.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,15.6,0.571862,
SRR30729193,SRP305758,PRJNA701308,SAMN17861666,HG02717_lib1_dc_m64043_220603_180546,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG02717.m64043_220603_180546.dc.q20.fastq.gz,1684521,35143784523,35.14,455,60918,20862,17998,20737,23149,18898,21343,23835,HG02717,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02717/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02717.m64043_220603_180546.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,11.34,0.589636,
SRR30729192,SRP305758,PRJNA701308,SAMN26237510,HG02809_lib1_dc_m64043_210725_053930,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG02809.m64043_210725_053930.dc.q20.fastq.gz,1575388,33961921887,33.96,79,71436,21557,17621,21015,24307,18399,22026,25531,HG02809,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02809/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02809.m64043_210725_053930.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,10.95,0.568744,
SRR30729191,SRP305758,PRJNA701308,SAMN26237510,HG02809_lib1_dc_m64043_210728_163353,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG02809.m64043_210728_163353.dc.q20.fastq.gz,1710222,36315371851,36.32,287,72252,21234,17408,20653,23922,18057,21657,25130,HG02809,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02809/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02809.m64043_210728_163353.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,11.72,0.587943,
SRR30729190,SRP305758,PRJNA701308,SAMN26237510,HG02809_lib1_dc_m64043_210723_184340,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG02809.m64043_210723_184340.dc.q20.fastq.gz,1770399,36362918783,36.36,123,65146,20539,17010,19807,23078,17502,20862,24232,HG02809,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02809/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02809.m64043_210723_184340.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,11.73,0.599778,
SRR30729189,SRP305758,PRJNA701308,SAMN26237510,HG02809_lib1_dc_m64043_210726_163819,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG02809.m64043_210726_163819.dc.q20.fastq.gz,1322575,28482876723,28.48,62,63608,21535,17627,21002,24271,18402,21999,25469,HG02809,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02809/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02809.m64043_210726_163819.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,9.19,0.624595,
SRR30729188,SRP305758,PRJNA701308,SAMN37797106,HG02841_PB1_dc_m54306Ue_220327_160600,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02841.m54306Ue_220327_160600.dc.q20.fastq.gz,2122189,34610279736,34.61,194,55584,16308,13452,15626,18525,14107,16560,19741,HG02841,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02841/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02841.m54306Ue_220327_160600.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,11.16,0.577163,
SRR30729187,SRP305758,PRJNA701308,SAMN37797106,HG02841_PB1_dc_m54306Ue_220326_050928,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02841.m54306Ue_220326_050928.dc.q20.fastq.gz,2161544,35123784870,35.12,199,58588,16249,13478,15543,18348,14069,16412,19511,HG02841,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02841/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02841.m54306Ue_220326_050928.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,11.33,0.587511,
SRR30729185,SRP305758,PRJNA701308,SAMN37797106,HG02841_PB1_dc_m64334e_220321_180258,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02841.m64334e_220321_180258.dc.q20.fastq.gz,2233844,36276333221,36.28,175,53247,16239,13475,15545,18336,14065,16411,19489,HG02841,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02841/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02841.m64334e_220321_180258.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,11.7,0.588063,
SRR30729184,SRP305758,PRJNA701308,SAMN37797106,HG02841_PB1_dc_m64330e_220407_180519,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02841.m64330e_220407_180519.dc.q20.fastq.gz,619649,10096657529,10.1,44,50471,16294,13441,15612,18509,14095,16546,19727,HG02841,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02841/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02841.m64330e_220407_180519.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,3.26,0.672294,
SRR30729183,SRP305758,PRJNA701308,SAMN37797107,HG02984_PB1_dc_m64330e_220403_050826,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02984.m64330e_220403_050826.dc.q20.fastq.gz,1848021,29583120765,29.58,57,49275,16008,13408,15363,17989,13956,16144,19056,HG02984,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02984/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02984.m64330e_220403_050826.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,9.54,0.548111,
SRR30729182,SRP305758,PRJNA701308,SAMN37797107,HG02984_PB1_dc_m64334e_220428_054535,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02984.m64334e_220428_054535.dc.q20.fastq.gz,1326071,22110816549,22.11,85,62083,16673,13693,15973,18990,14422,16982,20319,HG02984,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02984/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02984.m64334e_220428_054535.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,7.13,0.584189,
SRR30729181,SRP305758,PRJNA701308,SAMN37797107,HG02984_PB1_dc_m54306Ue_220223_194148,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02984.m54306Ue_220223_194148.dc.q20.fastq.gz,1141634,24325128265,24.33,516,77398,21307,17606,20212,23893,18296,21343,25476,HG02984,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02984/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02984.m54306Ue_220223_194148.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,7.85,0.614459,
SRR30729180,SRP305758,PRJNA701308,SAMN37797107,HG02984_PB1_dc_m64334e_220421_053305,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG02984.m64334e_220421_053305.dc.q20.fastq.gz,1493162,24967586893,24.97,152,81354,16721,13248,16048,19470,14380,17414,21151,HG02984,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG02984/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG02984.m64334e_220421_053305.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,8.05,0.619422,
SRR30729179,SRP305758,PRJNA701308,SAMN37797108,HG03050_PB1_dc_m64330e_220223_194839,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG03050.m64330e_220223_194839.dc.q20.fastq.gz,2025817,39566809232,39.57,73,62563,19531,16963,18849,21490,17386,19485,22397,HG03050,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG03050/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03050.m64330e_220223_194839.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,12.76,0.568865,
SRR30729178,SRP305758,PRJNA701308,SAMN37797108,HG03050_PB1_dc_m64330e_220227_061615,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG03050.m64330e_220227_061615.dc.q20.fastq.gz,1800087,34246777876,34.25,161,57659,19025,16372,18398,21053,16860,19078,21973,HG03050,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG03050/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03050.m64330e_220227_061615.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,11.05,0.617033,
SRR30729153,SRP305758,PRJNA701308,SAMN37797110,HG03470_PB1_dc_m54306Ue_220819_070258,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG03470.m54306Ue_220819_070258.dc.q20.fastq.gz,2013978,52393894516,52.39,70,89291,26015,19870,24577,30629,21814,27196,33899,HG03470,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG03470/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03470.m54306Ue_220819_070258.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,16.9,0.5326,
SRR30729152,SRP305758,PRJNA701308,SAMN37797110,HG03470_PB1_dc_m64330e_220803_140136,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG03470.m64330e_220803_140136.dc.q20.fastq.gz,1921987,49488066873,49.49,70,113162,25748,19663,24205,30217,21510,26788,33611,HG03470,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG03470/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03470.m64330e_220803_140136.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,15.96,0.547646,
SRR30729151,SRP305758,PRJNA701308,SAMN37797110,HG03470_PB1_dc_m54306Ue_220817_100412,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 3,Pippin HT,1.2,P2,C2,Rockefeller University,vgl-lab@rockefeller.edu,HG03470.m54306Ue_220817_100412.dc.q20.fastq.gz,1856696,48729633616,48.73,130,95515,26245,20102,24833,30886,22049,27436,34132,HG03470,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG03470/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03470.m54306Ue_220817_100412.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,15.72,0.565995,
SRR30729150,SRP305758,PRJNA701308,SAMN17861241,HG03516_lib1_dc_m64136_220531_103752,WGS,GENOMIC,size fractionation,single,PACBIO_SMRT,Sequel II,HiFi sequencing of 20kb fractionated gDNA,fastq,Megaruptor 1,SageELF,1.2,P2.2,C2,Washington University,tgraves@wustl.edu,HG03516.m64136_220531_103752.dc.q20.fastq.gz,1908382,47153399282,47.15,220,72681,24708,21969,24071,26902,22388,24658,27707,HG03516,s3://human-pangenomics/submissions/B4B0B5DC-5FD5-42D5-8434-10DEF7D99E98--HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run/HG03516/raw_data/PacBio_HiFi/deepconsensus/v1pt2/HG03516.m64136_220531_103752.dc.q20.fastq.gz,HPRC_DEEPCONSENSUS_v1pt2_2024_02_q20_re-run,unaligned reads,,15.21,0.54389,
